name,Sa,Sz,Str,Spc,Sdr,Sq,Ssk,Sku,Sp,Sv,Sal,Std,Sdq,Spd,Sk,Spk,Svk,Smr1,Smr2,Sxp,Vvv,Vvc,Vmp,Vmc,Area size
Image1418,0.095,4.705,0.904,263.650,0.006212,0.133,2.115,22.924,3.657,1.048,11.041,180.000,0.113,92110.505,0.278,0.200,0.109,12.417,90.572,0.275,0.012,0.146,0.010,0.100,373424.654
Image1419,0.186,5.588,0.885,534.754,0.03027,0.258,0.263,8.524,3.474,2.114,8.471,90.000,0.252,97212.844,0.517,0.350,0.325,12.043,87.756,0.517,0.032,0.274,0.018,0.195,373424.654
Image1420,0.164,5.203,0.779,142.304,0.003835,0.218,0.584,10.819,3.073,2.130,11.349,90.000,0.090,17779.008,0.511,0.261,0.223,10.833,91.067,0.429,0.023,0.249,0.013,0.178,373424.654
Image1421,0.105,3.260,0.785,81.504,0.001195,0.134,-0.003,4.684,1.744,1.516,14.020,0.000,0.049,21826.523,0.326,0.130,0.142,9.890,88.572,0.251,0.016,0.155,0.006,0.118,373424.654
Image1422,0.083,2.060,0.808,78.996,0.0008262,0.108,0.002,5.211,1.200,0.860,16.414,0.000,0.041,30646.242,0.259,0.109,0.126,9.608,89.020,0.198,0.013,0.122,0.005,0.093,373424.654
Image1423,0.078,6.097,0.655,73.395,0.0009228,0.116,2.615,42.284,4.751,1.345,13.519,0.000,0.044,28152.779,0.232,0.160,0.118,9.916,88.975,0.185,0.012,0.110,0.008,0.083,373424.654
Image1424,0.086,3.623,0.889,68.310,0.0009379,0.112,-0.001,5.973,2.176,1.447,16.341,0.000,0.044,23393.996,0.262,0.117,0.125,10.207,88.429,0.208,0.014,0.127,0.006,0.095,373424.654
Image1425,0.152,3.130,0.591,108.782,0.002326,0.193,0.302,3.728,1.917,1.213,11.219,90.000,0.069,17899.789,0.478,0.226,0.165,11.436,90.971,0.411,0.020,0.238,0.011,0.168,373424.654
Image1426,0.115,4.439,0.630,77.321,0.001319,0.152,0.392,10.571,3.223,1.216,11.846,68.500,0.052,16061.229,0.349,0.174,0.171,10.118,88.615,0.289,0.018,0.168,0.009,0.126,373424.654
Image1427,0.093,5.526,0.647,53.029,0.0008472,0.121,0.045,11.869,4.102,1.424,12.771,0.000,0.042,17000.639,0.278,0.123,0.147,10.449,87.907,0.223,0.016,0.136,0.006,0.102,373424.654
Image1428,0.090,5.037,0.573,57.955,0.0007851,0.139,4.378,77.986,3.830,1.207,13.574,180.000,0.040,19735.665,0.256,0.195,0.146,10.341,88.214,0.221,0.015,0.124,0.010,0.093,373424.654
Image1429,0.087,2.982,0.886,60.219,0.0007786,0.113,0.209,7.776,1.641,1.341,14.930,0.000,0.040,18436.595,0.270,0.111,0.129,9.857,88.561,0.207,0.014,0.128,0.006,0.097,373424.654
Image1430,0.155,5.053,0.601,120.911,0.003271,0.207,-0.032,9.665,2.184,2.869,9.170,90.000,0.082,12851.130,0.466,0.252,0.224,11.372,89.833,0.413,0.023,0.234,0.013,0.167,373424.654
Image1431,0.110,2.206,0.553,86.855,0.001202,0.141,-0.167,3.535,1.229,0.977,11.189,64.400,0.049,13640.235,0.345,0.132,0.160,9.603,88.729,0.263,0.018,0.162,0.007,0.123,373424.654
Image1432,0.082,2.221,0.661,47.375,0.0004941,0.107,0.556,7.894,1.617,0.604,14.188,0.000,0.032,18157.456,0.255,0.125,0.105,10.409,89.485,0.211,0.012,0.124,0.006,0.091,373424.654
Image1433,0.087,4.087,0.764,61.020,0.0008264,0.128,2.739,36.356,3.220,0.867,13.439,114.900,0.041,17113.368,0.254,0.180,0.126,10.908,89.030,0.223,0.013,0.126,0.009,0.092,373424.654
Image1434,0.090,3.433,0.771,54.322,0.0008096,0.116,0.128,5.365,2.036,1.396,14.175,90.000,0.041,17872.949,0.275,0.127,0.129,10.444,89.015,0.224,0.014,0.134,0.006,0.099,373424.654
Image1435,0.144,4.234,0.539,158.174,0.003633,0.188,0.158,5.027,2.724,1.510,9.288,90.000,0.086,17169.733,0.440,0.219,0.209,11.039,89.720,0.377,0.022,0.218,0.011,0.157,373424.654
Image1436,0.111,4.856,0.540,93.922,0.001489,0.144,0.172,11.188,3.677,1.180,10.969,90.000,0.056,15629.100,0.342,0.143,0.169,9.384,88.514,0.261,0.018,0.160,0.007,0.123,373424.654
Image1437,0.073,5.945,0.804,55.862,0.0005491,0.096,0.747,34.016,5.464,0.481,15.373,0.000,0.035,20677.759,0.225,0.101,0.107,10.096,88.748,0.178,0.012,0.108,0.005,0.081,373424.654
Image1438,0.086,2.460,0.661,61.001,0.0006892,0.113,0.209,4.447,1.646,0.815,12.460,90.000,0.037,19139.810,0.259,0.138,0.121,11.699,89.111,0.236,0.013,0.133,0.007,0.094,373424.654
Image1439,0.099,3.293,0.702,84.650,0.001779,0.134,-0.609,10.596,1.210,2.083,11.334,90.000,0.060,23157.802,0.288,0.150,0.172,10.901,87.854,0.253,0.018,0.143,0.008,0.106,373424.654
Image1440,0.135,5.657,0.585,121.873,0.003114,0.180,-0.004,10.360,3.286,2.371,9.479,90.000,0.080,21729.898,0.411,0.199,0.206,10.509,89.101,0.337,0.022,0.200,0.010,0.148,373424.654
Image1441,0.100,4.769,0.750,131.902,0.002231,0.143,1.936,33.247,3.331,1.437,11.764,180.000,0.068,22900.135,0.293,0.178,0.155,11.131,88.997,0.248,0.016,0.146,0.009,0.106,373424.654
Image1442,0.079,6.275,0.779,83.945,0.0008478,0.109,2.770,68.073,5.677,0.597,13.560,180.000,0.042,23361.788,0.240,0.126,0.110,9.904,88.259,0.192,0.012,0.115,0.006,0.088,373424.654
Image1443,0.090,5.962,0.820,92.740,0.001558,0.126,2.718,49.350,5.065,0.897,12.451,0.000,0.057,25068.830,0.264,0.174,0.114,11.830,89.431,0.245,0.013,0.136,0.009,0.096,373424.654
Image1444,0.183,5.438,0.784,230.006,0.01027,0.289,-0.854,12.264,2.325,3.112,11.458,90.000,0.147,34071.063,0.421,0.420,0.506,12.834,85.717,0.551,0.046,0.238,0.022,0.166,373424.654
Image1445,0.138,3.875,0.096,377.428,0.01477,0.182,-0.340,5.181,1.911,1.964,12.811,39.500,0.175,101791.797,0.407,0.191,0.238,11.422,88.548,0.351,0.024,0.206,0.009,0.148,373424.654
Image1446,0.081,3.212,0.718,259.965,0.006310,0.105,-0.095,4.801,1.102,2.110,8.469,0.000,0.113,106572.052,0.249,0.114,0.113,10.914,89.466,0.209,0.012,0.123,0.006,0.089,373424.654
Image1447,0.076,3.834,0.365,226.629,0.004939,0.111,-0.532,13.371,2.218,1.616,15.190,0.000,0.100,116433.175,0.204,0.138,0.182,10.800,87.545,0.194,0.016,0.102,0.007,0.075,373424.654
Image1448,0.180,6.963,0.268,318.773,0.009275,0.245,0.412,7.262,5.393,1.570,19.341,95.900,0.138,101665.647,0.511,0.338,0.289,11.056,87.060,0.491,0.031,0.259,0.017,0.192,373424.654
Image1449,0.166,2.970,0.228,415.267,0.01514,0.215,0.172,4.016,1.684,1.286,9.788,90.000,0.176,101418.717,0.510,0.255,0.222,10.891,89.390,0.440,0.025,0.252,0.013,0.183,373424.654
Image1450,0.100,3.122,0.430,247.886,0.006912,0.138,0.354,10.165,1.637,1.485,8.924,90.000,0.118,89858.604,0.293,0.182,0.154,11.954,89.667,0.273,0.016,0.151,0.009,0.106,373424.654
Image1451,0.074,1.736,0.619,204.186,0.004157,0.097,-0.018,4.512,0.934,0.801,5.386,180.000,0.092,87161.155,0.223,0.112,0.113,11.070,89.357,0.194,0.012,0.111,0.006,0.080,373424.654
Image1452,0.073,2.322,0.070,151.194,0.002260,0.106,1.438,13.646,1.627,0.695,18.602,90.000,0.067,79345.263,0.187,0.195,0.115,13.809,88.621,0.263,0.011,0.112,0.010,0.071,373424.654
Image1453,0.137,2.016,0.112,244.604,0.005513,0.173,-0.213,3.232,1.043,0.972,17.073,90.000,0.105,96957.861,0.421,0.157,0.197,9.215,87.403,0.315,0.022,0.198,0.008,0.156,373424.654
Image1454,0.149,4.375,0.174,261.749,0.007171,0.194,0.186,4.462,2.605,1.770,8.072,94.200,0.121,83304.206,0.455,0.236,0.208,10.830,89.269,0.399,0.023,0.225,0.012,0.164,373424.654
Image1455,0.100,3.144,0.420,244.474,0.006499,0.129,0.118,4.122,1.353,1.791,8.786,90.000,0.115,80888.580,0.306,0.154,0.135,11.426,90.047,0.272,0.014,0.154,0.008,0.109,373424.654
Image1456,0.080,2.603,0.515,200.650,0.003721,0.103,0.115,3.939,1.163,1.440,5.225,180.000,0.087,68547.415,0.246,0.118,0.106,10.904,89.631,0.211,0.012,0.121,0.006,0.088,373424.654
Image1457,0.087,2.434,0.095,192.452,0.003556,0.129,0.672,9.000,1.608,0.826,15.872,97.700,0.085,72098.385,0.227,0.218,0.172,12.350,87.919,0.288,0.016,0.122,0.012,0.085,373424.654
Image1458,0.137,1.956,0.121,193.686,0.003945,0.178,-0.096,3.867,0.935,1.022,9.623,108.100,0.089,75348.744,0.410,0.194,0.211,11.177,88.519,0.350,0.022,0.206,0.010,0.150,373424.654
Image1459,0.204,2.863,0.073,263.503,0.008369,0.271,-0.128,4.249,1.489,1.374,10.751,102.800,0.130,73665.858,0.587,0.315,0.363,11.527,87.979,0.535,0.037,0.300,0.016,0.217,373424.654
Image1460,0.343,24.673,0.167,692.212,0.2640,1.024,1.922,38.329,14.132,10.540,6.981,101.200,0.996,58960.063,0.307,1.897,1.777,13.925,86.168,2.059,0.130,0.188,0.126,0.123,373424.654
Image1461,0.090,5.951,0.435,254.150,0.006345,0.130,0.647,10.962,4.384,1.568,6.595,91.800,0.114,66716.907,0.227,0.217,0.172,13.733,87.648,0.302,0.016,0.133,0.011,0.087,373424.654
Image1462,0.077,3.395,0.769,260.170,0.006225,0.108,1.417,13.809,2.419,0.975,6.154,0.000,0.113,80971.785,0.215,0.173,0.102,13.152,89.557,0.244,0.011,0.119,0.009,0.079,373424.654
Image1463,0.148,3.201,0.186,269.353,0.007176,0.196,0.011,4.117,1.449,1.752,7.425,104.500,0.120,79109.068,0.420,0.238,0.241,13.239,88.242,0.411,0.025,0.231,0.011,0.156,373424.654
Image1464,0.198,2.958,0.114,308.129,0.01122,0.259,-0.250,3.919,1.405,1.553,7.660,103.500,0.151,82617.094,0.571,0.268,0.334,11.346,87.053,0.490,0.035,0.291,0.013,0.216,373424.654
Image1465,0.095,2.708,0.454,245.929,0.006385,0.124,0.000,4.289,1.327,1.381,4.796,90.000,0.114,75324.588,0.289,0.141,0.138,11.268,89.375,0.252,0.015,0.145,0.007,0.104,373424.654
Image1466,0.105,9.229,0.101,244.245,0.006189,0.165,1.508,17.782,4.905,4.324,14.325,143.200,0.114,81323.392,0.256,0.301,0.206,13.559,88.460,0.368,0.019,0.146,0.017,0.096,373424.654
Image1467,0.063,3.036,0.455,214.231,0.004245,0.091,3.644,59.542,2.332,0.704,6.439,0.000,0.093,98715.900,0.184,0.137,0.073,12.328,90.599,0.187,0.008,0.096,0.007,0.066,373424.654
Image1468,0.164,8.201,0.408,397.924,0.01513,0.232,0.127,6.255,4.213,3.988,18.901,36.900,0.177,94225.519,0.402,0.342,0.325,15.673,87.133,0.519,0.031,0.256,0.017,0.161,373424.654
Image1469,0.214,4.439,0.273,577.107,0.03643,0.286,-0.356,4.694,2.045,2.394,6.403,110.100,0.276,111682.443,0.591,0.310,0.398,12.152,86.399,0.540,0.041,0.314,0.015,0.229,373424.654
Image1470,0.186,5.653,0.711,242.439,0.007627,0.245,-0.199,6.015,2.460,3.193,11.078,19.100,0.126,28810.366,0.569,0.256,0.311,9.520,88.699,0.443,0.032,0.267,0.013,0.204,373424.654
Image1471,0.130,3.592,0.819,213.681,0.005667,0.173,0.015,6.372,2.018,1.574,14.001,43.400,0.109,43942.922,0.395,0.195,0.211,9.969,88.636,0.321,0.022,0.188,0.010,0.142,373424.654
Image1472,0.114,3.301,0.733,178.505,0.004019,0.148,-0.111,4.727,1.866,1.436,17.075,0.000,0.091,54418.686,0.350,0.152,0.182,10.089,89.302,0.276,0.019,0.166,0.008,0.124,373424.654
Image1473,0.091,2.724,0.727,143.648,0.002407,0.124,0.613,9.798,1.600,1.124,16.462,0.000,0.070,43129.661,0.271,0.152,0.136,10.663,88.361,0.227,0.015,0.133,0.008,0.099,373424.654
Image1474,0.106,4.847,0.778,190.418,0.005017,0.148,1.642,27.573,3.046,1.801,13.764,90.000,0.102,55462.774,0.322,0.184,0.159,10.006,89.555,0.260,0.016,0.153,0.009,0.114,373424.654
Image1475,0.176,6.180,0.615,246.578,0.007304,0.231,-0.059,5.085,3.844,2.336,11.084,90.000,0.124,25216.452,0.527,0.253,0.276,11.065,88.467,0.446,0.029,0.263,0.013,0.192,373424.654
Image1476,0.124,3.684,0.781,182.323,0.003548,0.162,-0.165,5.025,2.044,1.640,15.278,36.800,0.086,31464.871,0.386,0.164,0.200,9.685,89.268,0.298,0.020,0.181,0.008,0.136,373424.654
Image1477,0.104,2.987,0.730,138.767,0.002522,0.141,0.711,7.845,2.013,0.975,14.222,0.000,0.072,31387.034,0.310,0.196,0.146,10.501,88.766,0.281,0.016,0.151,0.010,0.112,373424.654
Image1478,0.100,2.682,0.759,143.956,0.002588,0.133,0.098,5.775,1.467,1.215,15.202,0.000,0.073,42128.518,0.295,0.158,0.165,11.090,88.895,0.255,0.017,0.147,0.008,0.106,373424.654
Image1479,0.099,3.453,0.811,167.029,0.003999,0.131,-0.336,6.866,1.758,1.695,14.390,90.000,0.091,39678.000,0.302,0.132,0.160,10.045,88.589,0.239,0.016,0.145,0.007,0.109,373424.654
Image1480,0.157,4.668,0.623,229.277,0.006154,0.207,-0.194,5.172,2.699,1.969,11.859,90.000,0.113,26660.459,0.466,0.228,0.264,10.671,88.322,0.397,0.027,0.229,0.011,0.170,373424.654
Image1481,0.124,3.987,0.652,212.132,0.003862,0.159,-0.100,4.434,2.493,1.494,13.161,90.000,0.089,30971.010,0.387,0.149,0.182,9.786,88.897,0.293,0.020,0.184,0.007,0.139,373424.654
Image1482,0.096,3.630,0.818,183.682,0.003630,0.132,1.237,11.001,2.682,0.948,14.606,0.000,0.086,49920.254,0.288,0.206,0.118,10.799,89.685,0.278,0.013,0.142,0.010,0.103,373424.654
Image1483,0.118,10.924,0.759,229.644,0.005996,0.170,5.690,219.850,9.828,1.096,11.555,90.000,0.114,45330.564,0.342,0.228,0.158,11.942,88.867,0.324,0.017,0.176,0.012,0.126,373424.654
Image1484,0.111,3.856,0.615,191.715,0.005619,0.149,-0.482,7.856,1.673,2.184,10.630,90.000,0.108,42662.640,0.332,0.161,0.201,10.132,88.666,0.276,0.020,0.159,0.008,0.119,373424.654
Image1485,0.167,5.008,0.556,282.237,0.008619,0.220,-0.123,5.495,2.813,2.195,9.778,76.000,0.134,32125.142,0.496,0.249,0.270,10.077,87.895,0.412,0.028,0.240,0.012,0.182,373424.654
Image1486,0.128,3.450,0.618,257.712,0.004967,0.166,0.082,4.818,2.319,1.131,11.764,84.300,0.101,32777.361,0.392,0.178,0.186,10.384,88.957,0.318,0.020,0.190,0.009,0.141,373424.654
Image1487,0.101,3.329,0.937,248.648,0.004802,0.139,1.080,9.109,2.149,1.180,15.012,0.000,0.100,47217.437,0.293,0.220,0.129,11.662,89.144,0.306,0.015,0.151,0.011,0.106,373424.654
Image1488,0.124,3.794,0.612,284.127,0.006855,0.165,0.595,5.859,2.088,1.706,11.285,0.000,0.119,48151.479,0.366,0.235,0.160,11.884,89.258,0.361,0.018,0.190,0.012,0.134,373424.654
Image1489,0.154,5.507,0.823,284.428,0.01191,0.222,-0.624,9.876,2.697,2.810,10.679,90.000,0.158,46320.971,0.409,0.284,0.349,11.557,86.926,0.415,0.033,0.212,0.014,0.154,373424.654
Image1490,0.159,10.268,0.657,311.211,0.01139,0.220,1.146,34.814,8.276,1.993,11.021,180.000,0.155,46876.565,0.465,0.262,0.277,10.030,87.895,0.387,0.028,0.224,0.013,0.170,373424.654
Image1491,0.120,4.425,0.750,307.373,0.008643,0.159,0.214,5.806,2.107,2.318,13.327,0.000,0.134,55962.003,0.360,0.195,0.178,10.538,88.562,0.311,0.019,0.176,0.010,0.131,373424.654
Image1492,0.111,3.756,0.716,318.677,0.007933,0.146,0.594,6.569,1.995,1.761,11.386,0.000,0.128,64193.920,0.335,0.193,0.142,11.047,89.614,0.297,0.016,0.166,0.010,0.120,373424.654
Image1493,0.138,12.082,0.861,439.961,0.01772,0.196,2.153,46.902,9.379,2.703,10.453,0.000,0.194,75941.914,0.390,0.306,0.196,12.281,89.639,0.419,0.020,0.207,0.016,0.142,373424.654
Image1494,0.384,12.665,0.844,833.886,0.08946,0.578,-0.232,8.572,7.551,5.114,9.351,0.000,0.447,75236.015,0.828,0.849,0.957,14.053,83.062,1.145,0.094,0.517,0.045,0.365,373424.654
Image1495,0.261,8.173,0.703,438.896,0.01914,0.352,-0.583,7.221,4.779,3.394,8.534,90.000,0.204,28123.255,0.770,0.352,0.507,10.136,88.186,0.619,0.049,0.371,0.018,0.280,373424.654
Image1496,0.216,9.999,0.768,419.183,0.01887,0.380,3.658,43.111,6.931,3.067,8.799,61.600,0.204,29008.985,0.545,0.678,0.448,11.082,88.278,0.564,0.040,0.273,0.036,0.199,373424.654
Image1497,0.120,8.169,0.863,170.448,0.004353,0.208,6.316,130.182,6.293,1.876,11.465,0.000,0.096,36569.894,0.321,0.307,0.240,10.379,87.791,0.291,0.023,0.157,0.016,0.118,373424.654
Image1498,0.110,7.138,0.844,168.667,0.004658,0.197,5.226,72.641,5.274,1.864,11.643,0.000,0.100,47552.940,0.282,0.342,0.208,10.429,87.366,0.270,0.020,0.139,0.018,0.105,373424.654
Image1499,0.117,8.950,0.818,190.710,0.005725,0.207,4.207,53.635,6.295,2.655,10.667,0.000,0.111,48170.267,0.306,0.364,0.225,10.526,88.371,0.277,0.021,0.150,0.019,0.111,373424.654
Image1500,0.259,12.593,0.685,471.589,0.02187,0.382,1.472,27.615,8.124,4.469,8.307,72.700,0.218,25592.216,0.729,0.513,0.494,10.927,88.487,0.664,0.047,0.362,0.026,0.263,373424.654
Image1501,0.199,10.496,0.722,432.735,0.01556,0.357,4.476,62.202,7.480,3.016,10.637,60.600,0.185,25401.650,0.492,0.618,0.412,11.421,87.237,0.548,0.038,0.253,0.033,0.184,373424.654
Image1502,0.139,10.896,0.875,245.555,0.007744,0.254,6.148,98.755,8.847,2.049,10.805,22.000,0.130,30069.176,0.343,0.463,0.259,10.569,85.899,0.371,0.026,0.172,0.024,0.132,373424.654
Image1503,0.144,22.636,0.795,228.270,0.01146,0.351,18.928,698.940,18.007,4.629,8.303,131.800,0.166,33646.987,0.329,0.571,0.282,11.048,86.338,0.401,0.027,0.168,0.030,0.125,373424.654
Image1504,0.126,10.507,0.667,187.052,0.005441,0.255,8.714,176.682,7.774,2.732,12.258,58.300,0.108,38352.089,0.316,0.385,0.280,10.759,87.532,0.301,0.025,0.157,0.020,0.117,373424.654
Image1505,0.277,11.305,0.545,545.585,0.02399,0.428,1.116,24.215,5.754,5.551,9.358,63.600,0.229,22382.117,0.753,0.617,0.574,11.450,88.687,0.734,0.051,0.384,0.032,0.275,373424.654
Image1506,0.205,12.992,0.813,519.802,0.01632,0.395,3.753,53.927,8.131,4.861,11.587,180.000,0.189,22333.805,0.463,0.739,0.492,11.137,86.515,0.604,0.044,0.237,0.040,0.176,373424.654
Image1507,0.170,11.841,0.533,322.859,0.009155,0.388,8.052,121.696,8.651,3.190,10.882,15.300,0.141,22671.992,0.371,0.704,0.341,12.138,87.281,0.497,0.031,0.198,0.040,0.140,373424.654
Image1508,0.194,17.494,0.842,318.193,0.01383,0.508,6.954,89.408,11.638,5.856,13.236,122.200,0.177,27814.592,0.340,0.989,0.531,12.198,86.521,0.587,0.044,0.184,0.058,0.130,373424.654
Image1509,0.194,15.964,0.765,334.320,0.01162,0.457,6.908,90.248,12.480,3.484,12.099,118.100,0.160,22403.589,0.398,0.881,0.459,11.360,86.327,0.488,0.041,0.205,0.048,0.152,373424.654
Image1510,0.231,8.115,0.509,295.003,0.01220,0.315,-0.241,9.017,4.367,3.748,7.140,90.000,0.161,20221.474,0.675,0.379,0.396,11.364,88.922,0.612,0.039,0.341,0.019,0.246,373424.654
Image1511,0.187,14.829,0.704,378.172,0.01192,0.433,7.384,120.758,9.975,4.854,13.942,168.900,0.161,21040.103,0.400,0.780,0.485,10.772,86.484,0.459,0.042,0.201,0.041,0.151,373424.654
Image1512,0.196,13.178,0.926,491.095,0.01324,0.402,5.340,60.105,9.687,3.490,12.206,0.000,0.170,22561.947,0.384,0.960,0.328,12.564,86.070,0.972,0.032,0.216,0.056,0.151,373424.654
Image1513,0.156,8.887,0.842,307.190,0.008969,0.333,6.145,68.949,7.112,1.776,11.034,31.300,0.139,27626.710,0.321,0.733,0.280,12.310,86.828,0.609,0.026,0.176,0.042,0.123,373424.654
Image1514,0.177,8.432,0.792,340.345,0.01040,0.267,2.945,44.427,6.892,1.541,9.128,90.000,0.149,24056.951,0.487,0.411,0.293,11.528,88.142,0.488,0.029,0.250,0.022,0.180,373424.654
Image1515,0.225,11.380,0.617,363.726,0.01496,0.329,2.158,37.445,8.474,2.906,8.263,90.000,0.179,26137.074,0.642,0.435,0.383,11.464,88.664,0.596,0.038,0.326,0.022,0.234,373424.654
Image1516,0.189,17.931,0.574,340.430,0.01324,0.427,7.015,110.422,13.036,4.895,10.799,19.400,0.171,25825.726,0.399,0.821,0.458,10.847,86.096,0.533,0.041,0.202,0.044,0.152,373424.654
Image1517,0.172,8.774,0.780,382.926,0.01023,0.339,4.362,43.432,6.265,2.509,12.674,80.400,0.148,27471.036,0.364,0.761,0.338,11.858,86.610,0.709,0.031,0.194,0.043,0.140,373424.654
Image1518,0.159,10.010,0.808,345.677,0.01113,0.330,7.685,114.043,8.004,2.006,11.679,41.800,0.155,37412.679,0.349,0.685,0.238,12.908,88.301,0.624,0.023,0.196,0.040,0.131,373424.654
Image1519,0.299,13.224,0.797,606.481,0.02991,0.531,3.626,38.991,9.449,3.775,11.673,11.600,0.255,30654.294,0.679,1.026,0.585,12.428,85.939,0.957,0.056,0.377,0.058,0.268,373424.654
Image1520,0.116,5.632,0.766,474.626,0.02640,0.166,-0.611,10.835,2.418,3.215,2.922,0.000,0.236,97784.542,0.315,0.201,0.258,11.151,87.278,0.296,0.024,0.159,0.010,0.117,373424.654
Image1521,0.086,5.132,0.768,371.809,0.01438,0.137,1.953,37.109,3.567,1.566,4.932,0.000,0.173,83035.803,0.223,0.202,0.191,11.779,87.565,0.235,0.017,0.116,0.011,0.083,373424.654
Image1522,0.075,3.507,0.471,280.812,0.008348,0.106,0.582,9.178,2.045,1.462,4.748,0.000,0.131,96904.180,0.202,0.176,0.127,12.919,88.880,0.249,0.012,0.112,0.009,0.075,373424.654
Image1523,0.068,3.614,0.629,289.156,0.009431,0.101,1.655,27.305,2.475,1.139,4.918,0.000,0.139,113040.562,0.178,0.160,0.129,12.721,88.459,0.210,0.012,0.097,0.009,0.066,373424.654
Image1524,0.091,5.531,0.694,400.275,0.01740,0.132,0.683,22.470,3.078,2.453,3.992,0.000,0.190,112621.854,0.255,0.177,0.175,11.573,88.655,0.248,0.016,0.131,0.009,0.093,373424.654
Image1525,0.103,5.791,0.534,357.269,0.01436,0.148,0.103,14.647,3.690,2.101,4.005,90.000,0.173,70713.426,0.284,0.185,0.220,11.567,88.190,0.269,0.020,0.145,0.009,0.104,373424.654
Image1526,0.074,3.533,0.894,248.131,0.005783,0.116,3.179,47.978,2.626,0.907,7.924,0.000,0.109,62092.325,0.200,0.176,0.137,11.884,88.257,0.209,0.013,0.104,0.009,0.074,373424.654
Image1527,0.073,3.748,0.645,240.790,0.005787,0.107,1.316,14.115,2.590,1.158,4.705,180.000,0.109,65823.125,0.185,0.188,0.129,13.551,87.958,0.250,0.013,0.108,0.010,0.070,373424.654
Image1528,0.056,2.197,0.735,205.249,0.004560,0.077,0.374,8.629,1.185,1.012,6.042,0.000,0.096,93420.311,0.159,0.109,0.090,11.428,88.643,0.157,0.009,0.081,0.006,0.058,373424.654
Image1529,0.103,4.806,0.069,275.175,0.009350,0.148,0.427,8.502,2.766,2.040,16.465,114.600,0.139,102747.311,0.268,0.243,0.198,11.926,86.905,0.337,0.020,0.142,0.013,0.102,373424.654
Image1530,0.108,6.696,0.456,337.135,0.01233,0.164,3.058,71.069,4.800,1.895,5.467,90.000,0.160,59276.779,0.300,0.211,0.214,11.309,88.004,0.284,0.020,0.153,0.011,0.111,373424.654
Image1531,0.076,3.948,0.646,256.963,0.005471,0.111,2.546,41.098,2.970,0.979,5.197,76.100,0.106,55178.267,0.216,0.171,0.111,12.103,89.140,0.226,0.011,0.114,0.009,0.079,373424.654
Image1532,0.075,4.048,0.830,267.368,0.006622,0.115,2.688,24.608,2.868,1.180,6.381,180.000,0.117,69301.627,0.191,0.234,0.092,13.509,89.634,0.295,0.010,0.110,0.013,0.071,373424.654
Image1533,0.067,3.005,0.709,228.703,0.004936,0.093,1.221,14.529,1.879,1.125,6.237,90.000,0.100,76897.429,0.192,0.143,0.097,12.004,89.671,0.201,0.010,0.100,0.007,0.069,373424.654
Image1534,0.081,3.410,0.522,268.547,0.009502,0.111,-0.546,9.510,1.412,1.999,8.138,90.000,0.140,103794.082,0.239,0.124,0.148,10.665,88.679,0.205,0.014,0.118,0.006,0.087,373424.654
Image1535,0.098,3.217,0.470,321.503,0.01091,0.134,-0.437,7.015,1.437,1.780,3.323,90.000,0.150,62701.600,0.276,0.151,0.200,11.303,87.875,0.250,0.019,0.140,0.008,0.102,373424.654
Image1536,0.109,4.246,0.550,429.881,0.01350,0.151,1.152,11.892,2.416,1.830,4.216,79.900,0.168,62881.430,0.304,0.230,0.152,12.964,89.229,0.328,0.016,0.166,0.012,0.113,373424.654
Image1537,0.074,4.221,0.739,275.698,0.007573,0.117,2.911,26.961,3.090,1.130,5.149,180.000,0.125,74264.396,0.177,0.251,0.092,14.367,89.251,0.321,0.009,0.109,0.014,0.067,373424.654
Image1538,0.082,3.021,0.551,272.594,0.006750,0.112,0.899,10.181,2.016,1.005,4.840,90.000,0.117,77890.519,0.236,0.164,0.117,12.509,89.651,0.244,0.012,0.126,0.008,0.086,373424.654
Image1539,0.076,3.389,0.567,247.081,0.007251,0.105,-0.481,12.508,1.837,1.552,5.074,90.000,0.122,94236.255,0.216,0.115,0.152,10.831,87.973,0.187,0.014,0.107,0.006,0.079,373424.654
Image1540,0.124,6.002,0.520,460.075,0.02298,0.171,-0.226,7.638,2.506,3.496,3.419,90.000,0.219,87918.051,0.349,0.210,0.247,10.890,87.632,0.321,0.024,0.175,0.011,0.129,373424.654
Image1541,0.103,5.670,0.857,400.966,0.01415,0.155,2.497,26.580,4.382,1.288,6.882,0.000,0.171,82686.879,0.273,0.273,0.145,13.596,89.677,0.344,0.015,0.156,0.015,0.101,373424.654
